this is the length of box [0,0] - [Rx,Ry]
   17.724539,   17.724539
center, axis a and b, angle in degree
    1.14920e+01,    1.03288e+01,    2.00000e+00,    1.00000e+00,    1.73784e+01
    3.95625e+00,    7.44959e+00,    2.00000e+00,    1.00000e+00,    5.57413e+01
    3.23675e+00,    1.90474e+01,    2.00000e+00,    1.00000e+00,    5.28444e+01
    3.23675e+00,    1.32289e+00,    2.00000e+00,    1.00000e+00,    5.28444e+01
    2.75761e+00,    1.27518e+01,    2.00000e+00,    1.00000e+00,    1.35253e+02
    8.22115e+00,    1.30374e+01,    2.00000e+00,    1.00000e+00,    1.75789e+02
    1.00371e+01,    8.05592e+00,    2.00000e+00,    1.00000e+00,    1.79748e+02
    8.64548e+00,    5.62136e+00,    2.00000e+00,    1.00000e+00,    1.65653e+02
    1.95009e+01,    1.02473e+01,    2.00000e+00,    1.00000e+00,    1.49407e+02
    1.77636e+00,    1.02473e+01,    2.00000e+00,    1.00000e+00,    1.49407e+02
    1.44629e+01,    3.46012e+00,    2.00000e+00,    1.00000e+00,    4.03348e+01
    1.54267e+01,    1.15424e+01,    2.00000e+00,    1.00000e+00,    7.33371e+01
    1.26101e+01,    1.39152e+01,    2.00000e+00,    1.00000e+00,    1.73404e+02
    1.06576e+01,   -8.47137e-01,    2.00000e+00,    1.00000e+00,    9.57917e+01
    1.06576e+01,    1.68774e+01,    2.00000e+00,    1.00000e+00,    9.57917e+01
    1.56712e+01,    6.62778e+00,    2.00000e+00,    1.00000e+00,    1.66073e+02
    3.82116e+00,    1.52027e+01,    2.00000e+00,    1.00000e+00,    1.28352e+02
    1.42881e+01,   -4.57752e-02,    2.00000e+00,    1.00000e+00,    8.65534e+01
    1.42881e+01,    1.76788e+01,    2.00000e+00,    1.00000e+00,    8.65534e+01
    7.49466e+00,    1.79519e+01,    2.00000e+00,    1.00000e+00,    1.86354e+01
    7.49466e+00,    2.27335e-01,    2.00000e+00,    1.00000e+00,    1.86354e+01
    1.35798e+00,    3.70508e+00,    2.00000e+00,    1.00000e+00,    7.10130e+01
    5.84698e+00,    1.01403e+01,    2.00000e+00,    1.00000e+00,    1.60396e+02
   -8.63339e-01,    8.18078e-01,    2.00000e+00,    1.00000e+00,    1.38563e+02
    1.68612e+01,    8.18078e-01,    2.00000e+00,    1.00000e+00,    1.38563e+02
    1.68612e+01,    1.85426e+01,    2.00000e+00,    1.00000e+00,    1.38563e+02
   -8.63339e-01,    1.85426e+01,    2.00000e+00,    1.00000e+00,    1.38563e+02
    9.87896e+00,    2.87935e+00,    2.00000e+00,    1.00000e+00,    1.74846e+02
    1.19965e+01,    5.54097e+00,    2.00000e+00,    1.00000e+00,    6.09772e+01
    4.84578e+00,    4.02353e+00,    2.00000e+00,    1.00000e+00,    1.46632e+02
   -9.36164e-01,    1.54413e+01,    2.00000e+00,    1.00000e+00,    1.13697e+02
    1.67884e+01,    1.54413e+01,    2.00000e+00,    1.00000e+00,    1.13697e+02
    1.77575e+01,    8.58347e+00,    2.00000e+00,    1.00000e+00,    1.28118e+02
    3.29967e-02,    8.58347e+00,    2.00000e+00,    1.00000e+00,    1.28118e+02
    7.25598e+00,    1.56792e+01,    2.00000e+00,    1.00000e+00,    2.18194e-01
